               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 119,            0.020304,            0.022571,           0.0013926,              0.9814,             0.82665,             0.99434,             0.80902,            0.012946,             0.01162,          0.00083138,            0.004159,            0.004159,            0.004159
                 120,             0.01957,             0.02285,           0.0012252,             0.98282,             0.82598,              0.9941,             0.80264,            0.013424,            0.011847,          0.00080574,           0.0041095,           0.0041095,           0.0041095
                 121,            0.019281,            0.022733,           0.0011416,              0.9846,             0.81775,             0.99405,             0.78127,            0.012732,            0.011428,          0.00078456,             0.00406,             0.00406,             0.00406
                 122,            0.019446,            0.022596,            0.001182,             0.98776,             0.80905,             0.99403,             0.79402,            0.013907,            0.011621,          0.00078235,           0.0040105,           0.0040105,           0.0040105
                 123,            0.019306,            0.021616,           0.0010535,             0.98028,             0.81176,             0.99407,             0.80947,            0.012819,            0.011675,          0.00076708,            0.003961,            0.003961,            0.003961
                 124,            0.019579,            0.022782,           0.0010944,             0.96881,             0.81183,             0.99356,              0.7957,            0.013489,            0.011597,          0.00076405,           0.0039115,           0.0039115,           0.0039115
                 125,            0.018572,            0.020753,           0.0011646,             0.95464,             0.81474,             0.99304,             0.80796,            0.012626,             0.01143,          0.00077285,            0.003862,            0.003862,            0.003862
                 126,            0.019329,            0.021466,          0.00096658,             0.97231,             0.81378,               0.994,             0.80538,            0.013169,            0.011441,          0.00075673,           0.0038125,           0.0038125,           0.0038125
                 127,            0.018907,            0.021976,           0.0013457,             0.97946,             0.81398,             0.99423,             0.80274,            0.012654,              0.0113,          0.00072302,            0.003763,            0.003763,            0.003763
                 128,            0.018542,            0.019984,           0.0010692,             0.97765,             0.81837,             0.99428,             0.81449,             0.01359,            0.011625,          0.00071136,           0.0037135,           0.0037135,           0.0037135
                 129,            0.018551,            0.020894,          0.00092763,             0.97451,             0.82703,             0.99383,             0.80595,            0.013076,            0.011709,           0.0007155,            0.003664,            0.003664,            0.003664
